"","key","age_upon_intake","animal_id.x","animal_type.x","breed.x","color.x","Intake_Date","found_location","intake_condition","intake_type","name.x","sex_upon_intake","rank.x","age_upon_outcome","animal_id.y","animal_type.y","breed.y","color.y","date_of_birth","Outcome_Date","name.y","outcome_subtype","outcome_type","sex_upon_outcome","rank.y"
"983","A549167.3","6 years","A549167","Dog","Great Pyrenees/Border Collie","White/Black","2014-10-19T14:27:00.000","Manor (TX)","Normal","Owner Surrender","Manda","Spayed Female",3,"6 years","A549167","Dog","Great Pyrenees/Border Collie","White/Black","2008-07-10T00:00:00","2014-10-26T16:08:00","Manda","","Adoption","Spayed Female",3
"984","A549214.1","10 years","A549214","Dog","Pit Bull Mix","Brown","2013-12-02T12:37:00.000","William Cannon And Manchac in Austin (TX)","Normal","Stray","Bella","Spayed Female",1,"10 years","A549214","Dog","Pit Bull Mix","Brown","2003-12-04T00:00:00","2013-12-03T18:15:00","Bella","","Return to Owner","Spayed Female",1
"985","A549214.2","10 years","A549214","Dog","Pit Bull Mix","Brown","2013-12-04T18:22:00.000","Austin (TX)","Normal","Public Assist","Bella","Spayed Female",2,"10 years","A549214","Dog","Pit Bull Mix","Brown","2003-12-04T00:00:00","2013-12-15T11:22:00","Bella","","Return to Owner","Spayed Female",2
"986","A549282.1","6 years","A549282","Dog","Pit Bull","Brown Brindle/White","2015-11-07T15:31:00.000","8501 Dittmar Oaks in Austin (TX)","Normal","Stray","Emmitt","Neutered Male",1,"6 years","A549282","Dog","Pit Bull","Brown Brindle/White","2008-12-12T00:00:00","2015-11-14T15:46:00","Emmitt","","Adoption","Neutered Male",1
"987","A549282.2","7 years","A549282","Dog","Pit Bull","Brown Brindle/White","2015-12-18T12:53:00.000","Austin (TX)","Normal","Owner Surrender","Emmitt","Neutered Male",2,"7 years","A549282","Dog","Pit Bull","Brown Brindle/White","2008-12-12T00:00:00","2016-05-30T15:19:00","Emmitt","","Adoption","Neutered Male",2
"988","A549282.3","7 years","A549282","Dog","Pit Bull","Brown Brindle/White","2016-06-01T12:31:00.000","Hays (TX)","Normal","Owner Surrender","Emmitt","Neutered Male",3,"8 years","A549282","Dog","Pit Bull","Brown Brindle/White","2008-12-12T00:00:00","2016-12-30T11:16:00","Emmitt","Foster","Adoption","Neutered Male",3
"989","A549440.1","9 years","A549440","Dog","Dachshund Longhair Mix","Blue Merle/White","2018-02-23T11:43:00.000","Austin (TX)","Normal","Public Assist","Ice","Neutered Male",1,"9 years","A549440","Dog","Dachshund Longhair Mix","Blue Merle/White","2008-11-14T00:00:00","2018-03-02T11:25:00","Ice","","Return to Owner","Neutered Male",1
"990","A549444.1","8 years","A549444","Dog","Chihuahua Shorthair","Tan","2014-09-04T10:36:00.000","Cesar Chavez And Pleasant Valley in Austin (TX)","Injured","Stray","Chico","Intact Male",1,"8 years","A549444","Dog","Chihuahua Shorthair","Tan","2006-07-14T00:00:00","2014-09-11T14:21:00","Chico","","Return to Owner","Intact Male",1
"991","A549562.1","10 years","A549562","Dog","German Shepherd Mix","Brown/Black","2017-01-26T09:08:00.000","Manor (TX)","Normal","Owner Surrender","Wolfie","Neutered Male",1,"10 years","A549562","Dog","German Shepherd Mix","Brown/Black","2007-01-28T00:00:00","2017-10-24T00:00:00","Wolfie","Foster","Adoption","Neutered Male",1
"992","A549633.1","9 years","A549633","Dog","Dachshund","Red","2017-12-15T17:37:00.000","12419 Metric in Austin (TX)","Normal","Stray","Mimi","Spayed Female",1,"9 years","A549633","Dog","Dachshund","Red","2008-01-16T00:00:00","2017-12-19T11:07:00","Mimi","","Rto-Adopt","Spayed Female",1
"993","A549639.1","5 years","A549639","Dog","Pit Bull Mix","Brown/White","2014-05-19T15:08:00.000","6101 Old Lockhart Rd in Creedmoor (TX)","Normal","Stray","Little Red","Spayed Female",1,"5 years","A549639","Dog","Pit Bull Mix","Brown/White","2008-07-16T00:00:00","2014-05-26T18:16:00","Little Red","","Return to Owner","Spayed Female",1
"994","A549697.1","5 years","A549697","Cat","Domestic Shorthair Mix","Black/White","2014-09-12T11:10:00.000","Austin (TX)","Normal","Owner Surrender","Ping","Spayed Female",1,"5 years","A549697","Cat","Domestic Shorthair Mix","Black/White","2009-03-22T00:00:00","2014-09-19T14:23:00","Ping","Partner","Transfer","Spayed Female",1
"995","A549748.1","10 years","A549748","Dog","Catahoula/Chinese Sharpei","White/Tan","2015-08-13T11:47:00.000","2000 E William Cannon in Austin (TX)","Injured","Public Assist","Loco","Intact Male",1,"10 years","A549748","Dog","Catahoula/Chinese Sharpei","White/Tan","2005-07-17T00:00:00","2015-08-17T18:57:00","Loco","","Return to Owner","Intact Male",1
"996","A549834.1","5 years","A549834","Dog","Chihuahua Shorthair Mix","White/Brown","2015-01-04T12:48:00.000","Austin (TX)","Normal","Owner Surrender","Danny","Intact Male",1,"5 years","A549834","Dog","Chihuahua Shorthair Mix","White/Brown","2009-05-18T00:00:00","2015-01-06T18:13:00","Danny","","Adoption","Neutered Male",1
"997","A549865.1","9 years","A549865","Dog","Maltese Mix","White","2014-12-29T15:03:00.000","Austin (TX)","Normal","Owner Surrender","Geno","Neutered Male",1,"9 years","A549865","Dog","Maltese Mix","White","2005-07-23T00:00:00","2015-01-15T14:32:00","Geno","Partner","Transfer","Neutered Male",1
"998","A549918.1","4 years","A549918","Cat","Domestic Shorthair Mix","Black","2014-05-01T11:00:00.000","Austin (TX)","Normal","Owner Surrender","Jack","Neutered Male",1,"4 years","A549918","Cat","Domestic Shorthair Mix","Black","2009-06-14T00:00:00","2014-05-09T13:07:00","Jack","Partner","Transfer","Neutered Male",1
"999","A549922.1","4 years","A549922","Dog","Chihuahua Shorthair","Brown","2013-11-09T18:24:00.000","Frontier in Austin (TX)","Normal","Stray","Dizzy","Spayed Female",1,"4 years","A549922","Dog","Chihuahua Shorthair","Brown","2009-03-11T00:00:00","2013-11-11T15:51:00","Dizzy","","Return to Owner","Spayed Female",1
"1000","A549922.2","4 years","A549922","Dog","Chihuahua Shorthair","Brown","2013-11-21T13:32:00.000","Wm Cannon And Manchaca in Austin (TX)","Normal","Stray","Dizzy","Spayed Female",2,"4 years","A549922","Dog","Chihuahua Shorthair","Brown","2009-03-11T00:00:00","2013-11-30T14:40:00","Dizzy","Partner","Transfer","Spayed Female",2
"1001","A549989.1","4 years","A549989","Cat","Domestic Shorthair Mix","Black/White","2013-10-05T13:57:00.000","Austin (TX)","Normal","Owner Surrender","Bert","Neutered Male",1,"4 years","A549989","Cat","Domestic Shorthair Mix","Black/White","2009-05-09T00:00:00","2013-10-12T18:58:00","Bert","","Adoption","Neutered Male",1
"1002","A550048.1","11 years","A550048","Dog","Smooth Fox Terrier Mix","Brown","2016-08-10T12:46:00.000","4708 Carsonhill Drive in Austin (TX)","Normal","Stray","Chip","Neutered Male",1,"11 years","A550048","Dog","Smooth Fox Terrier Mix","Brown","2005-07-21T00:00:00","2016-08-10T17:52:00","Chip","","Return to Owner","Neutered Male",1
"1003","A550246.1","9 years","A550246","Dog","Pekingese Mix","White","2014-12-28T12:31:00.000","7224 Northeast Dr in Austin (TX)","Normal","Stray","Poochie","Spayed Female",1,"9 years","A550246","Dog","Pekingese Mix","White","2005-07-23T00:00:00","2014-12-29T12:48:00","Poochie","","Return to Owner","Spayed Female",1
"1004","A550333.1","11 years","A550333","Dog","Queensland Heeler Mix","Blue Merle/Tan","2015-09-25T18:41:00.000","290 & Sawyer Ranch Rd in Austin (TX)","Normal","Stray","Alba","Spayed Female",1,"11 years","A550333","Dog","Queensland Heeler Mix","Blue Merle/Tan","2004-07-23T00:00:00","2015-09-26T11:28:00","Alba","","Return to Owner","Spayed Female",1
"1005","A550644.1","7 years","A550644","Cat","American Shorthair Mix","Lynx Point","2016-02-19T12:54:00.000","Austin (TX)","Normal","Owner Surrender","Otter","Neutered Male",1,"7 years","A550644","Cat","American Shorthair Mix","Lynx Point","2008-07-28T00:00:00","2016-02-19T16:05:00","Otter","","Return to Owner","Neutered Male",1
"1006","A550849.1","6 years","A550849","Dog","Pit Bull Mix","White/Chocolate","2016-01-04T14:23:00.000","2121 W. William Cannon in Austin (TX)","Normal","Stray","Coach","Spayed Female",1,"6 years","A550849","Dog","Pit Bull Mix","White/Chocolate","2009-05-12T00:00:00","2016-01-04T18:21:00","Coach","","Return to Owner","Spayed Female",1
"1007","A550870.1","7 years","A550870","Dog","Vizsla/Beagle","Brown","2014-04-23T16:30:00.000","909 Kavanagh in Austin (TX)","Normal","Stray","Melanie","Spayed Female",1,"7 years","A550870","Dog","Vizsla/Beagle","Brown","2007-04-23T00:00:00","2014-05-05T18:31:00","Melanie","","Adoption","Spayed Female",1
"1008","A550885.1","13 years","A550885","Dog","American Eskimo Mix","Brown/White","2013-11-11T03:39:00.000","12304 Sky Harbor in Austin (TX)","Injured","Owner Surrender","Princess","Spayed Female",1,"13 years","A550885","Dog","American Eskimo Mix","Brown/White","2000-07-30T00:00:00","2013-11-12T12:54:00","Princess","Suffering","Euthanasia","Spayed Female",1
"1009","A550920.1","10 years","A550920","Dog","Cocker Spaniel","Tan","2017-01-08T10:34:00.000","11408 Liberty St in Travis (TX)","Normal","Owner Surrender","Scottie","Neutered Male",1,"10 years","A550920","Dog","Cocker Spaniel","Tan","2006-07-30T00:00:00","2017-01-12T11:36:00","Scottie","Partner","Transfer","Neutered Male",1
"1010","A550921.1","11 years","A550921","Dog","Chinese Sharpei","Tan","2014-11-22T09:19:00.000","Rosewood & Springdale in Austin (TX)","Normal","Stray","Blanca","Spayed Female",1,"11 years","A550921","Dog","Chinese Sharpei","Tan","2003-07-30T00:00:00","2014-11-22T11:32:00","Blanca","","Return to Owner","Spayed Female",1
"1011","A550924.1","8 years","A550924","Dog","Chihuahua Shorthair","Brown","2016-09-07T11:25:00.000","6011 Pino in Austin (TX)","Normal","Stray","Chocolate","Neutered Male",1,"8 years","A550924","Dog","Chihuahua Shorthair","Brown","2008-07-30T00:00:00","2016-09-22T14:48:00","Chocolate","Partner","Transfer","Neutered Male",1
"1012","A550960.1","9 years","A550960","Dog","Bichon Frise Mix","White/Black","2017-01-14T09:06:00.000","Austin (TX)","Normal","Owner Surrender","Chet","Neutered Male",1,"9 years","A550960","Dog","Bichon Frise Mix","White/Black","2008-01-14T00:00:00","2017-01-15T00:00:00","Chet","Partner","Transfer","Neutered Male",1
"1013","A551055.1","11 years","A551055","Dog","Parson Russell Terrier Mix","White/Brown","2014-05-31T12:13:00.000","Austin (TX)","Normal","Owner Surrender","Riley","Neutered Male",1,"11 years","A551055","Dog","Parson Russell Terrier Mix","White/Brown","2002-08-01T00:00:00","2014-06-07T12:26:00","Riley","Partner","Transfer","Neutered Male",1
"1014","A551111.1","8 years","A551111","Dog","Australian Cattle Dog Mix","Brown Brindle/Tan","2016-07-04T14:53:00.000","5808 Mckinney Falls Parkway in Austin (TX)","Normal","Stray","Poopie","Spayed Female",1,"8 years","A551111","Dog","Australian Cattle Dog Mix","Brown Brindle/Tan","2007-08-04T00:00:00","2016-07-05T18:03:00","Poopie","","Adoption","Spayed Female",1
"1015","A551384.1","5 years","A551384","Dog","Basenji Mix","Red/White","2014-10-07T17:08:00.000","2009 West Loop #B in Austin (TX)","Normal","Public Assist","Maury","Neutered Male",1,"5 years","A551384","Dog","Basenji Mix","Red/White","2009-05-05T00:00:00","2014-10-12T11:57:00","Maury","","Return to Owner","Neutered Male",1
"1016","A551384.2","8 years","A551384","Dog","Basenji Mix","Red/White","2017-06-12T11:29:00.000","2009 West Loop in Austin (TX)","Normal","Owner Surrender","Maury","Neutered Male",2,"8 years","A551384","Dog","Basenji Mix","Red/White","2009-05-05T00:00:00","2017-09-10T16:09:00","Maury","Foster","Adoption","Neutered Male",2
"1017","A551426.1","8 years","A551426","Dog","Cocker Spaniel","Buff/White","2013-12-17T12:08:00.000","Austin (TX)","Normal","Owner Surrender","Lluvia","Spayed Female",1,"8 years","A551426","Dog","Cocker Spaniel","Buff/White","2005-12-17T00:00:00","2013-12-23T11:00:00","Lluvia","Behavior","Euthanasia","Spayed Female",1
"1018","A551435.1","8 years","A551435","Dog","German Shepherd Mix","Brown/Black","2016-05-11T12:58:00.000","6202 Langham Street in Austin (TX)","Normal","Stray","Sheila","Spayed Female",1,"8 years","A551435","Dog","German Shepherd Mix","Brown/Black","2007-08-19T00:00:00","2016-05-11T17:36:00","Sheila","","Return to Owner","Spayed Female",1
"1019","A551529.1","6 years","A551529","Dog","Yorkshire Terrier","Brown/Black","2014-02-23T16:04:00.000","Kevin Taylor Dr And Huddleston Ln in Austin (TX)","Normal","Stray","Sam","Neutered Male",1,"6 years","A551529","Dog","Yorkshire Terrier","Brown/Black","2007-08-06T00:00:00","2014-02-25T14:09:00","Sam","","Return to Owner","Neutered Male",1
"1020","A551529.2","9 years","A551529","Dog","Yorkshire Terrier","Brown/Black","2016-08-19T07:12:00.000","S 1St And Dittmar in Austin (TX)","Sick","Stray","Sam","Neutered Male",2,"9 years","A551529","Dog","Yorkshire Terrier","Brown/Black","2007-08-06T00:00:00","2016-08-26T12:47:00","Sam","Partner","Transfer","Neutered Male",2
"1021","A551642.1","5 years","A551642","Dog","Basset Hound Mix","White/Brown","2014-08-21T12:09:00.000","1503 Morgan Ln in Austin (TX)","Normal","Stray","Bowie","Spayed Female",1,"5 years","A551642","Dog","Basset Hound Mix","White/Brown","2009-05-18T00:00:00","2014-08-21T15:46:00","Bowie","","Return to Owner","Spayed Female",1
"1022","A551669.1","7 years","A551669","Cat","Domestic Shorthair Mix","Black","2015-06-04T07:35:00.000","607 Woodward Street in Austin (TX)","Injured","Stray","Salem","Neutered Male",1,"7 years","A551669","Cat","Domestic Shorthair Mix","Black","2007-08-17T00:00:00","2015-06-04T09:14:00","Salem","Suffering","Euthanasia","Neutered Male",1
"1023","A551806.1","7 years","A551806","Dog","Pit Bull Mix","Brown/White","2015-03-24T13:28:00.000","2137 Callingwood in Austin (TX)","Normal","Stray","Angel","Spayed Female",1,"7 years","A551806","Dog","Pit Bull Mix","Brown/White","2007-08-09T00:00:00","2015-03-26T13:28:00","Angel","","Return to Owner","Spayed Female",1
"1024","A551845.1","9 years","A551845","Cat","Domestic Longhair Mix","Black/White","2018-01-04T09:43:00.000","1100 East Oltorf in Austin (TX)","Normal","Stray","Oscar","Neutered Male",1,"9 years","A551845","Cat","Domestic Longhair Mix","Black/White","2008-12-17T00:00:00","2018-01-29T18:44:00","Oscar","","Adoption","Neutered Male",1
"1025","A552059.1","5 years","A552059","Dog","English Foxhound Mix","Brown/White","2014-08-07T09:03:00.000","620/Bee Caves in Austin (TX)","Normal","Stray","Goldie","Spayed Female",1,"5 years","A552059","Dog","English Foxhound Mix","Brown/White","2009-04-12T00:00:00","2014-08-07T17:21:00","Goldie","","Return to Owner","Spayed Female",1
"1026","A552088.1","5 years","A552088","Dog","Labrador Retriever Mix","Brown","2014-09-12T18:51:00.000","Delano St And Hudson in Austin (TX)","Normal","Stray","Sasha","Spayed Female",1,"6 years","A552088","Dog","Labrador Retriever Mix","Brown","2008-11-04T00:00:00","2015-04-03T18:28:00","Sasha","","Adoption","Spayed Female",1
"1027","A552088.2","6 years","A552088","Dog","Labrador Retriever Mix","Brown","2015-09-13T13:20:00.000","7825 Elkhorn Mountain Trail in Austin (TX)","Normal","Stray","Sasha","Spayed Female",2,"7 years","A552088","Dog","Labrador Retriever Mix","Brown","2008-11-04T00:00:00","2016-05-12T08:06:00","Sasha","Foster","Adoption","Spayed Female",2
"1028","A552145.1","11 years","A552145","Dog","Siberian Husky","Red/White","2016-01-01T09:13:00.000","Merle Dr in Austin (TX)","Normal","Stray","Luna","Spayed Female",1,"11 years","A552145","Dog","Siberian Husky","Red/White","2004-08-13T00:00:00","2016-01-02T13:01:00","Luna","","Return to Owner","Spayed Female",1
"1029","A552202.1","9 years","A552202","Dog","Pit Bull Mix","White/Tan","2014-11-30T10:58:00.000","Austin (TX)","Sick","Euthanasia Request","Delores","Intact Female",1,"9 years","A552202","Dog","Pit Bull Mix","White/Tan","2005-08-14T00:00:00","2014-11-30T16:48:00","Delores","Suffering","Euthanasia","Intact Female",1
"1030","A552326.1","6 years","A552326","Dog","Pit Bull Mix","Black/White","2014-01-17T14:10:00.000","5413 Tipton in Austin (TX)","Normal","Public Assist","Rascal","Neutered Male",1,"6 years","A552326","Dog","Pit Bull Mix","Black/White","2007-08-16T00:00:00","2014-01-18T14:28:00","Rascal","","Return to Owner","Neutered Male",1
"1031","A552342.1","4 years","A552342","Dog","Cocker Spaniel","Black","2014-01-03T13:59:00.000","5005 Bundyhill in Austin (TX)","Normal","Stray","Passion","Spayed Female",1,"4 years","A552342","Dog","Cocker Spaniel","Black","2009-04-16T00:00:00","2014-01-06T17:23:00","Passion","Partner","Transfer","Spayed Female",1
"1032","A552447.1","6 years","A552447","Cat","Domestic Longhair Mix","Blue/White","2015-09-28T11:44:00.000","Austin (TX)","Normal","Owner Surrender","Jakey","Neutered Male",1,"6 years","A552447","Cat","Domestic Longhair Mix","Blue/White","2009-07-02T00:00:00","2015-11-15T17:08:00","Jakey","","Adoption","Neutered Male",1
"1033","A552606.1","5 years","A552606","Cat","Domestic Shorthair Mix","Silver Tabby","2014-10-21T12:46:00.000","Austin (TX)","Normal","Owner Surrender","Tess","Spayed Female",1,"5 years","A552606","Cat","Domestic Shorthair Mix","Silver Tabby","2009-04-06T00:00:00","2014-10-28T15:35:00","Tess","Partner","Transfer","Spayed Female",1
"1034","A552757.1","7 years","A552757","Cat","Domestic Shorthair Mix","Brown Tabby","2017-01-04T16:28:00.000","1508 Southport Dr in Austin (TX)","Normal","Stray","Ryan","Neutered Male",1,"7 years","A552757","Cat","Domestic Shorthair Mix","Brown Tabby","2009-05-27T00:00:00","2017-01-10T13:47:00","Ryan","Partner","Transfer","Neutered Male",1
"1035","A552796.1","7 years","A552796","Dog","Pit Bull Mix","Black/White","2015-04-08T16:35:00.000","12512 La Paz in Del Valle (TX)","Normal","Stray","Jd","Neutered Male",1,"7 years","A552796","Dog","Pit Bull Mix","Black/White","2007-08-21T00:00:00","2015-04-09T16:11:00","Jd","","Return to Owner","Neutered Male",1
"1036","A552796.2","7 years","A552796","Dog","Pit Bull Mix","Black/White","2015-06-24T11:18:00.000","Del Valle (TX)","Normal","Owner Surrender","Jd","Neutered Male",2,"8 years","A552796","Dog","Pit Bull Mix","Black/White","2007-08-21T00:00:00","2015-12-06T16:28:00","Jd","","Adoption","Neutered Male",2
"1037","A552798.1","7 years","A552798","Dog","Pbgv","Brown/Black","2015-04-08T16:35:00.000","12512 La Paz in Del Valle (TX)","Normal","Stray","Phil","Neutered Male",1,"7 years","A552798","Dog","Pbgv","Brown/Black","2007-08-21T00:00:00","2015-04-09T16:12:00","Phil","","Return to Owner","Neutered Male",1
"1038","A552798.2","7 years","A552798","Dog","Pbgv","Brown/Black","2015-06-24T11:18:00.000","Del Valle (TX)","Normal","Owner Surrender","Phil","Neutered Male",2,"7 years","A552798","Dog","Pbgv","Brown/Black","2007-08-21T00:00:00","2015-06-29T12:17:00","Phil","","Adoption","Neutered Male",2
"1039","A552877.1","8 years","A552877","Cat","Domestic Shorthair Mix","Calico","2016-02-14T15:17:00.000","Austin (TX)","Normal","Owner Surrender","Butterbean","Spayed Female",1,"8 years","A552877","Cat","Domestic Shorthair Mix","Calico","2007-08-25T00:00:00","2016-02-21T14:00:00","Butterbean","","Adoption","Spayed Female",1
"1040","A552948.1","8 years","A552948","Dog","German Shepherd Mix","Brown/Black","2017-11-20T08:40:00.000","7932 West Rim Dr in Austin (TX)","Injured","Stray","Libby","Spayed Female",1,"8 years","A552948","Dog","German Shepherd Mix","Brown/Black","2009-04-28T00:00:00","2017-11-20T13:38:00","Libby","","Return to Owner","Spayed Female",1
"1041","A552971.1","6 years","A552971","Dog","Labrador Retriever Mix","Black","2016-06-05T12:36:00.000","124 Anderson Ln in Austin (TX)","Normal","Stray","Sally","Spayed Female",1,"6 years","A552971","Dog","Labrador Retriever Mix","Black","2009-07-14T00:00:00","2016-06-09T00:00:00","Sally","","Return to Owner","Spayed Female",1
"1042","A553074.1","7 years","A553074","Dog","Labrador Retriever/German Shepherd","Brown/Black","2016-03-27T00:04:00.000","3614 Bill Price in Travis (TX)","Normal","Public Assist","Jo Jo","Spayed Female",1,"7 years","A553074","Dog","Labrador Retriever/German Shepherd","Brown/Black","2008-12-25T00:00:00","2016-04-09T15:41:00","Jo Jo","","Return to Owner","Spayed Female",1
"1043","A553542.1","7 years","A553542","Dog","Siberian Husky","White/Black","2015-04-05T08:45:00.000","Stassney & Westgate in Austin (TX)","Normal","Stray","Zeus","Neutered Male",1,"7 years","A553542","Dog","Siberian Husky","White/Black","2007-09-14T00:00:00","2015-04-05T13:58:00","Zeus","","Return to Owner","Neutered Male",1
"1044","A553567.1","6 years","A553567","Dog","Labrador Retriever Mix","Brown/White","2015-09-25T14:57:00.000","S Congress And Wm Cannon in Austin (TX)","Normal","Stray","Maggie","Spayed Female",1,"6 years","A553567","Dog","Labrador Retriever Mix","Brown/White","2009-06-03T00:00:00","2015-09-26T14:57:00","Maggie","","Return to Owner","Spayed Female",1
"1045","A553905.1","7 years","A553905","Cat","Domestic Shorthair Mix","Tortie","2016-10-21T12:38:00.000","Austin (TX)","Normal","Stray","Maggie","Spayed Female",1,"7 years","A553905","Cat","Domestic Shorthair Mix","Tortie","2009-04-11T00:00:00","2016-11-30T14:54:00","Maggie","","Adoption","Spayed Female",1
"1046","A554047.1","5 years","A554047","Dog","Pit Bull Mix","Brown/White","2015-05-11T17:18:00.000","2508 Wheless Ln in Austin (TX)","Injured","Stray","Mega","Neutered Male",1,"5 years","A554047","Dog","Pit Bull Mix","Brown/White","2009-07-08T00:00:00","2015-05-12T17:37:00","Mega","","Return to Owner","Neutered Male",1
"1047","A554047.2","6 years","A554047","Dog","Pit Bull Mix","Brown/White","2016-05-14T11:26:00.000","Rogge Dr And Chadwyck Dr in Austin (TX)","Normal","Stray","Mega","Neutered Male",2,"6 years","A554047","Dog","Pit Bull Mix","Brown/White","2009-07-08T00:00:00","2016-05-14T00:00:00","Mega","","Return to Owner","Neutered Male",2
"1048","A554047.3","6 years","A554047","Dog","Pit Bull Mix","Brown/White","2016-05-26T16:33:00.000","3100 Rogge in Austin (TX)","Normal","Stray","Mega","Neutered Male",3,"6 years","A554047","Dog","Pit Bull Mix","Brown/White","2009-07-08T00:00:00","2016-05-26T00:00:00","Mega","","Return to Owner","Neutered Male",3
"1049","A554047.4","6 years","A554047","Dog","Pit Bull Mix","Brown/White","2016-07-05T18:48:00.000","5205 Holmont Dr in Austin (TX)","Normal","Stray","Mega","Neutered Male",4,"7 years","A554047","Dog","Pit Bull Mix","Brown/White","2009-07-08T00:00:00","2016-07-06T18:26:00","Mega","","Return to Owner","Neutered Male",4
"1050","A554122.1","14 years","A554122","Dog","Chihuahua Longhair Mix","Black/White","2018-03-14T12:19:00.000","Hog Eye Road And Decker Lane in Austin (TX)","Normal","Stray","Kamio","Intact Female",1,"14 years","A554122","Dog","Chihuahua Longhair Mix","Black/White","2003-09-03T00:00:00","2018-03-19T11:06:00","Kamio","","Adoption","Intact Female",1
"1051","A554386.1","9 years","A554386","Cat","Domestic Shorthair Mix","Tortie","2015-08-04T14:13:00.000","Austin (TX)","Normal","Owner Surrender","Kiggy","Spayed Female",1,"10 years","A554386","Cat","Domestic Shorthair Mix","Tortie","2005-08-20T00:00:00","2015-08-28T15:54:00","Kiggy","","Adoption","Spayed Female",1
"1052","A554462.1","6 years","A554462","Dog","Maltese Mix","White","2015-11-06T20:56:00.000","2800 Lyons Rd in Austin (TX)","Normal","Stray","Mellow","Neutered Male",1,"6 years","A554462","Dog","Maltese Mix","White","2009-02-05T00:00:00","2015-11-17T14:53:00","Mellow","","Return to Owner","Neutered Male",1
"1053","A554462.2","8 years","A554462","Dog","Maltese Mix","White","2017-10-26T17:02:00.000","Austin (TX)","Normal","Public Assist","Mellow","Neutered Male",2,"8 years","A554462","Dog","Maltese Mix","White","2009-02-05T00:00:00","2017-11-06T15:52:00","Mellow","","Return to Owner","Neutered Male",2
"1054","A554468.1","4 years","A554468","Cat","Domestic Shorthair Mix","Black Smoke/White","2014-04-15T17:45:00.000","Riverside And Montopolis in Austin (TX)","Normal","Stray","Stomppy","Neutered Male",1,"4 years","A554468","Cat","Domestic Shorthair Mix","Black Smoke/White","2009-05-05T00:00:00","2014-04-20T14:49:00","Stomppy","Partner","Transfer","Neutered Male",1
"1055","A554674.1","11 years","A554674","Dog","Chihuahua Shorthair Mix","Tan","2017-09-29T21:52:00.000","3048 Steiner Ranch Blvd in Travis (TX)","Injured","Stray","Chloe","Spayed Female",1,"11 years","A554674","Dog","Chihuahua Shorthair Mix","Tan","2006-09-07T00:00:00","2017-10-01T05:00:00","Chloe","At Vet","Euthanasia","Spayed Female",1
"1056","A554737.1","5 years","A554737","Dog","Pit Bull Mix","Blue","2014-04-03T16:30:00.000","Austin (TX)","Normal","Owner Surrender","*Hambone","Intact Male",1,"5 years","A554737","Dog","Pit Bull Mix","Blue","2009-03-08T00:00:00","2014-04-18T11:03:00","*Hambone","Partner","Transfer","Intact Male",1
"1057","A554827.1","8 years","A554827","Dog","Australian Cattle Dog Mix","Black/White","2015-09-08T15:18:00.000","Austin (TX)","Normal","Owner Surrender","Jack","Neutered Male",1,"8 years","A554827","Dog","Australian Cattle Dog Mix","Black/White","2007-09-08T00:00:00","2016-07-05T13:50:00","Jack","Foster","Adoption","Neutered Male",1
"1058","A554865.1","6 years","A554865","Dog","Chihuahua Shorthair","White","2014-12-27T11:54:00.000","Perry St And Lux in Austin (TX)","Normal","Stray","Pepe","Neutered Male",1,"6 years","A554865","Dog","Chihuahua Shorthair","White","2008-09-08T00:00:00","2014-12-31T13:25:00","Pepe","","Adoption","Neutered Male",1
"1059","A554865.2","6 years","A554865","Dog","Chihuahua Shorthair","White","2015-01-11T15:33:00.000","Austin (TX)","Normal","Owner Surrender","Pepe","Neutered Male",2,"6 years","A554865","Dog","Chihuahua Shorthair","White","2008-09-08T00:00:00","2015-01-12T00:00:00","Pepe","Partner","Transfer","Neutered Male",2
"1060","A555012.1","9 years","A555012","Dog","Pit Bull Mix","Red","2014-09-17T16:57:00.000","18200 Carlson Rd in Travis (TX)","Normal","Stray","*Jeremiah","Neutered Male",1,"9 years","A555012","Dog","Pit Bull Mix","Red","2005-09-10T00:00:00","2014-10-13T13:21:00","*Jeremiah","","Adoption","Neutered Male",1
"1061","A555080.1","8 years","A555080","Dog","Chihuahua Shorthair","Black/Brown","2014-12-07T13:07:00.000","Heartsmith/Ethridge in Austin (TX)","Normal","Stray","Moet","Spayed Female",1,"8 years","A555080","Dog","Chihuahua Shorthair","Black/Brown","2006-10-28T00:00:00","2014-12-07T18:05:00","Moet","","Return to Owner","Spayed Female",1
"1062","A555080.2","9 years","A555080","Dog","Chihuahua Shorthair","Black/Brown","2016-07-08T19:43:00.000","4434 Frontier Trl in Austin (TX)","Injured","Stray","Moet","Spayed Female",2,"9 years","A555080","Dog","Chihuahua Shorthair","Black/Brown","2006-10-28T00:00:00","2016-07-13T11:23:00","Moet","","Return to Owner","Spayed Female",2
"1063","A555113.1","9 years","A555113","Dog","Border Collie Mix","Black/White","2015-05-04T12:28:00.000","1100 West 49Th Street in Austin (TX)","Normal","Stray","Roper","Neutered Male",1,"9 years","A555113","Dog","Border Collie Mix","Black/White","2005-09-10T00:00:00","2015-05-04T13:46:00","Roper","","Return to Owner","Neutered Male",1
